Y35.412A	intervention légale avec un traumatisme d'un passant par une baïonnette, contact initial
Y35.002D	intervention légale avec un traumatisme d'un passant par la décharge d'une arme à feu non spécifiée, contact subséquent
Y35.002S	intervention légale avec un traumatisme d'un passant par la décharge d'une arme à feu non spécifiée, séquelle
Y35.003A	intervention légale avec un traumatisme d'un suspect par la décharge d'une arme à feu non spécifiée, contact initial
Y35.003D	intervention légale avec un traumatisme d'un suspect par la décharge d'une arme à feu non spécifiée, contact subséquent
Y35.003S	intervention légale avec un traumatisme d'un suspect par la décharge d'une arme à feu non spécifiée, séquelle
Y35.011A	intervention légale avec un traumatisme d'un représentant de la loi par une mitrailleuse, contact initial
Y35.011D	intervention légale avec un traumatisme d'un représentant de la loi par une mitrailleuse, contact subséquent
Y35.011S	intervention légale avec un traumatisme d'un représentant de la loi par une mitrailleuse, séquelle
Y35.012A	intervention légale avec un traumatisme d'un passant par une mitrailleuse, contact initial
Y35.012D	intervention légale avec un traumatisme d'un passant par une mitrailleuse, contact subséquent
Y35.012S	intervention légale avec un traumatisme d'un passant par une mitrailleuse, séquelle
Y35.013A	intervention légale avec un traumatisme d'un suspect par une mitrailleuse, contact initial
Y35.013D	intervention légale avec un traumatisme d'un suspect par une mitrailleuse, contact subséquent
Y35.013S	intervention légale avec un traumatisme d'un suspect par une mitrailleuse, séquelle
Y35.021A	intervention légale avec un traumatisme d'un représentant de la loi par une arme de poing, contact initial
Y35.021D	intervention légale avec un traumatisme d'un représentant de la loi par une arme de poing, contact subséquent
Y35.021S	intervention légale avec un traumatisme d'un représentant de la loi par une arme de poing, séquelle
Y35.022A	intervention légale avec un traumatisme d'un passant par une arme de poing, contact initial
Y35.022D	intervention légale avec un traumatisme d'un passant par une arme de poing, contact subséquent
Y35.022S	intervention légale avec un traumatisme d'un passant par une arme de poing, séquelle
Y35.023A	intervention légale avec un traumatisme d'un suspect par une arme de poing, contact initial
Y35.023D	intervention légale avec un traumatisme d'un suspect par une arme de poing, contact subséquent
Y35.023S	intervention légale avec un traumatisme d'un suspect par une arme de poing, séquelle
Y35.031A	intervention légale avec un traumatisme d'un représentant de la loi par un fusil à plomb, contact initial
Y35.031D	intervention légale avec un traumatisme d'un représentant de la loi par un fusil à plomb, contact subséquent
Y35.031S	intervention légale avec un traumatisme d'un représentant de la loi par un fusil à plomb, séquelle
Y35.032A	intervention légale avec un traumatisme d'un passant par un fusil à plomb, contact initial
Y35.032D	intervention légale avec un traumatisme d'un passant par un fusil à plomb, contact subséquent
Y35.032S	intervention légale avec un traumatisme d'un passant par un fusil à plomb, séquelle
Y35.033A	intervention légale avec un traumatisme d'un suspect par un fusil à plomb, contact initial
Y35.033D	intervention légale avec un traumatisme d'un suspect par un fusil à plomb, contact subséquent
Y35.033S	intervention légale avec un traumatisme d'un suspect par un fusil à plomb, séquelle
Y35.041A	intervention légale avec un traumatisme d'un représentant de la loi par une balle en caoutchouc, contact initial
Y35.041D	intervention légale avec un traumatisme d'un représentant de la loi par une balle en caoutchouc, contact subséquent
Y35.041S	intervention légale avec un traumatisme d'un représentant de la loi par une balle en caoutchouc, séquelle
Y35.042A	intervention légale avec un traumatisme d'un passant par une balle en caoutchouc, contact initial
Y35.042D	intervention légale avec un traumatisme d'un passant par une balle en caoutchouc, contact subséquent
Y35.042S	intervention légale avec un traumatisme d'un passant par une balle en caoutchouc, séquelle
Y35.043A	intervention légale avec un traumatisme d'un suspect par une balle en caoutchouc, contact initial
Y35.043D	intervention légale avec un traumatisme d'un suspect par une balle en caoutchouc, contact subséquent
Y35.043S	intervention légale avec un traumatisme d'un suspect par une balle en caoutchouc, séquelle
Y35.091A	intervention légale avec un traumatisme d'un représentant de la loi par la décharge d'une autre arme à feu, contact initial
Y35.091D	intervention légale avec un traumatisme d'un représentant de la loi par la décharge d'une autre arme à feu, contact subséquent
Y35.091S	intervention légale avec un traumatisme d'un représentant de la loi par la décharge d'une autre arme à feu, séquelle
Y35.092A	intervention légale avec un traumatisme d'un passant par la décharge d'une autre arme à feu, contact initial
Y35.092D	intervention légale avec un traumatisme d'un passant par la décharge d'une autre arme à feu, contact subséquent
Y35.092S	intervention légale avec un traumatisme d'un passant par la décharge d'une autre arme à feu, séquelle
Y35.093A	intervention légale avec un traumatisme d'un suspect par la décharge d'une autre arme à feu, contact initial
Y35.093D	intervention légale avec un traumatisme d'un suspect par la décharge d'une autre arme à feu, contact subséquent
Y35.093S	intervention légale avec un traumatisme d'un suspect par la décharge d'une autre arme à feu, séquelle
Y35.101A	intervention légale avec un traumatisme d'un représentant de la loi par des explosifs non spécifiés, contact initial
Y35.101D	intervention légale avec un traumatisme d'un représentant de la loi par des explosifs non spécifiés, contact subséquent
Y35.101S	intervention légale avec un traumatisme d'un représentant de la loi par des explosifs non spécifiés, séquelle
Y35.102A	intervention légale avec un traumatisme d'un passant par des explosifs non spécifiés, contact initial
Y35.102D	intervention légale avec un traumatisme d'un passant par des explosifs non spécifiés, contact subséquent
Y35.102S	intervention légale avec un traumatisme d'un passant par des explosifs non spécifiés, séquelle
Y35.103A	intervention légale avec un traumatisme d'un suspect par des explosifs non spécifiés, contact initial
Y35.103D	intervention légale avec un traumatisme d'un suspect par des explosifs non spécifiés, contact subséquent
Y35.103S	intervention légale avec un traumatisme d'un suspect par des explosifs non spécifiés, séquelle
Y35.111A	intervention légale avec un traumatisme d'un représentant de la loi par dynamite, contact initial
Y35.111D	intervention légale avec un traumatisme d'un représentant de la loi par dynamite, contact subséquent
Y35.111S	intervention légale avec un traumatisme d'un représentant de la loi par dynamite, séquelle
Y35.112A	intervention légale avec un traumatisme d'un passant par dynamite, contact initial
Y35.112D	intervention légale avec un traumatisme d'un passant par dynamite, contact subséquent
Y35.112S	intervention légale avec un traumatisme d'un passant par dynamite, séquelle
Y35.113A	intervention légale avec un traumatisme d'un suspect par dynamite, contact initial
Y35.113D	intervention légale avec un traumatisme d'un suspect par dynamite, contact subséquent
Y35.113S	intervention légale avec un traumatisme d'un suspect par dynamite, séquelle
Y35.121A	intervention légale avec un traumatisme d'un représentant de la loi par un obus explosif, contact initial
Y35.121D	intervention légale avec un traumatisme d'un représentant de la loi par un obus explosif, contact subséquent
Y35.121S	intervention légale avec un traumatisme d'un représentant de la loi par un obus explosif, séquelle
Y35.122A	intervention légale avec un traumatisme d'un passant par un obus explosif, contact initial
Y35.122D	intervention légale avec un traumatisme d'un passant par un obus explosif, contact subséquent
Y35.122S	intervention légale avec un traumatisme d'un passant par un obus explosif, séquelle
Y35.123A	intervention légale avec un traumatisme d'un suspect par un obus explosif, contact initial
Y35.123D	intervention légale avec un traumatisme d'un suspect par un obus explosif, contact subséquent
Y35.123S	intervention légale avec un traumatisme d'un suspect par un obus explosif, séquelle
Y35.191A	intervention légale avec un traumatisme d'un représentant de la loi par d'autres explosifs, contact initial
Y35.191D	intervention légale avec un traumatisme d'un représentant de la loi par d'autres explosifs, contact subséquent
Y35.191S	intervention légale avec un traumatisme d'un représentant de la loi par d'autres explosifs, séquelle
Y35.192A	intervention légale avec un traumatisme d'un passant par d'autres explosifs, contact initial
Y35.192D	intervention légale avec un traumatisme d'un passant par d'autres explosifs, contact subséquent
Y35.192S	intervention légale avec un traumatisme d'un passant par d'autres explosifs, séquelle
Y35.193A	intervention légale avec un traumatisme d'un suspect par d'autres explosifs, contact initial
Y35.193D	intervention légale avec un traumatisme d'un suspect par d'autres explosifs, contact subséquent
Y35.193S	intervention légale avec un traumatisme d'un suspect par d'autres explosifs, séquelle
Y35.201A	intervention légale avec un traumatisme d'un représentant de la loi par un gaz non spécifié, contact initial
Y35.201D	intervention légale avec un traumatisme d'un représentant de la loi par un gaz non spécifié, contact subséquent
Y35.201S	intervention légale avec un traumatisme d'un représentant de la loi par un gaz non spécifié, séquelle
Y35.202A	intervention légale avec un traumatisme d'un passant par un gaz non spécifié, contact initial
Y35.202D	intervention légale avec un traumatisme d'un passant par un gaz non spécifié, contact subséquent
Y35.202S	intervention légale avec un traumatisme d'un passant par un gaz non spécifié, séquelle
Y35.203A	intervention légale avec un traumatisme d'un suspect par un gaz non spécifié, contact initial
Y35.203D	intervention légale avec un traumatisme d'un suspect par un gaz non spécifié, contact subséquent
Y35.203S	intervention légale avec un traumatisme d'un suspect par un gaz non spécifié, séquelle
Y35.211A	intervention légale avec un traumatisme d'un représentant de la loi par gaz lacrymogène, contact initial
Y35.211D	intervention légale avec un traumatisme d'un représentant de la loi par gaz lacrymogène, contact subséquent
Y35.211S	intervention légale avec un traumatisme d'un représentant de la loi par gaz lacrymogène, séquelle
Y35.212A	intervention légale avec un traumatisme d'un passant par gaz lacrymogène, contact initial
Y35.212D	intervention légale avec un traumatisme d'un passant par gaz lacrymogène, contact subséquent
Y35.212S	intervention légale avec un traumatisme d'un passant par gaz lacrymogène, séquelle
Y35.213A	intervention légale avec un traumatisme d'un suspect par gaz lacrymogène, contact initial
Y35.213D	intervention légale avec un traumatisme d'un suspect par gaz lacrymogène, contact subséquent
Y35.213S	intervention légale avec un traumatisme d'un suspect par gaz lacrymogène, séquelle
Y35.291A	intervention légale avec un traumatisme d'un représentant de la loi par un autre gaz, contact initial
Y35.291D	intervention légale avec un traumatisme d'un représentant de la loi par un autre gaz, contact subséquent
Y35.291S	intervention légale avec un traumatisme d'un représentant de la loi par un autre gaz, séquelle
Y35.292A	intervention légale avec un traumatisme d'un passant par un autre gaz, contact initial
Y35.292D	intervention légale avec un traumatisme d'un passant par un autre gaz, contact subséquent
Y35.292S	intervention légale avec un traumatisme d'un passant par un autre gaz, séquelle
Y35.293A	intervention légale avec un traumatisme d'un suspect par un autre gaz, contact initial
Y35.293D	intervention légale avec un traumatisme d'un suspect par un autre gaz, contact subséquent
Y35.293S	intervention légale avec un traumatisme d'un suspect par un autre gaz, séquelle
Y35.301A	intervention légale avec un traumatisme d'un représentant de la loi par des objets contondants non spécifiés, contact initial
Y35.301D	intervention légale avec un traumatisme d'un représentant de la loi par des objets contondants non spécifiés, contact subséquent
Y35.301S	intervention légale avec un traumatisme d'un représentant de la loi par des objets contondants non spécifiés, séquelle
Y35.302A	intervention légale avec un traumatisme d'un passant par des objets contondants non spécifiés, contact initial
Y35.302D	intervention légale avec un traumatisme d'un passant par des objets contondants non spécifiés, contact subséquent
Y35.302S	intervention légale avec un traumatisme d'un passant par des objets contondants non spécifiés, séquelle
Y35.303A	intervention légale avec un traumatisme d'un suspect par des objets contondants non spécifiés, contact initial
Y35.303D	intervention légale avec un traumatisme d'un suspect par des objets contondants non spécifiés, contact subséquent
Y35.303S	intervention légale avec un traumatisme d'un suspect par des objets contondants non spécifiés, séquelle
Y35.311A	intervention légale avec un traumatisme d'un représentant de la loi par une matraque, contact initial
Y35.311D	intervention légale avec un traumatisme d'un représentant de la loi par une matraque, contact subséquent
Y35.311S	intervention légale avec un traumatisme d'un représentant de la loi par une matraque, séquelle
Y35.312A	intervention légale avec un traumatisme d'un passant par une matraque, contact initial
Y35.312D	intervention légale avec un traumatisme d'un passant par une matraque, contact subséquent
Y35.312S	intervention légale avec un traumatisme d'un passant par une matraque, séquelle
Y35.313A	intervention légale avec un traumatisme d'un suspect par une matraque, contact initial
Y35.313D	intervention légale avec un traumatisme d'un suspect par une matraque, contact subséquent
Y35.313S	intervention légale avec un traumatisme d'un suspect par une matraque, séquelle
Y35.391A	intervention légale avec un traumatisme d'un représentant de la loi par d'autres objets contondants, contact initial
Y35.391D	intervention légale avec un traumatisme d'un représentant de la loi par d'autres objets contondants, contact subséquent
Y35.391S	intervention légale avec un traumatisme d'un représentant de la loi par d'autres objets contondants, séquelle
Y35.392A	intervention légale avec un traumatisme d'un passant par d'autres objets contondants, contact initial
Y35.392D	intervention légale avec un traumatisme d'un passant par d'autres objets contondants, contact subséquent
Y35.392S	intervention légale avec un traumatisme d'un passant par d'autres objets contondants, séquelle
Y35.393A	intervention légale avec un traumatisme d'un suspect par d'autres objets contondants, contact initial
Y35.393D	intervention légale avec un traumatisme d'un suspect par d'autres objets contondants, contact subséquent
Y35.393S	intervention légale avec un traumatisme d'un suspect par d'autres objets contondants, séquelle
Y35.401A	intervention légale avec un traumatisme d'un représentant de la loi par des objets tranchants non spécifiés, contact initial
Y35.401D	intervention légale avec un traumatisme d'un représentant de la loi par des objets tranchants non spécifiés, contact subséquent
Y35.401S	intervention légale avec un traumatisme d'un représentant de la loi par des objets tranchants non spécifiés, séquelle
Y35.402A	intervention légale avec un traumatisme d'un passant par des objets tranchants non spécifiés, contact initial
Y35.402D	intervention légale avec un traumatisme d'un passant par des objets tranchants non spécifiés, contact subséquent
Y35.402S	intervention légale avec un traumatisme d'un passant par des objets tranchants non spécifiés, séquelle
Y35.403A	intervention légale avec un traumatisme d'un suspect par des objets tranchants non spécifiés, contact initial
Y35.403D	intervention légale avec un traumatisme d'un suspect par des objets tranchants non spécifiés, contact subséquent
Y35.403S	intervention légale avec un traumatisme d'un suspect par des objets tranchants non spécifiés, séquelle
